id;timestamp;roll;pitch;yaw
18163;1713961055333;0.4300000071525574;1.2300000190734863;-15.890000343322754
18164;1713961057174;0.3799999952316284;1.2400000095367432;-22.1299991607666
18165;1713961057677;0.4000000059604645;1.2300000190734863;-22.1299991607666
18166;1713961058182;0.4000000059604645;1.25;-22.1299991607666
18167;1713961058692;0.3799999952316284;1.2400000095367432;-22.1299991607666
18168;1713961059213;0.38999998569488525;1.25;-22.1299991607666
18169;1713961059715;0.3799999952316284;1.2300000190734863;-22.1299991607666
18170;1713961060221;0.38999998569488525;1.2400000095367432;-22.1299991607666
18171;1713961060723;0.38999998569488525;1.2400000095367432;-22.1299991607666
18172;1713961061237;0.38999998569488525;1.2300000190734863;-22.1299991607666
18173;1713961061768;0.3799999952316284;1.2400000095367432;-22.1299991607666
18174;1713961062268;0.38999998569488525;1.2400000095367432;-22.1299991607666
18175;1713961062770;0.3799999952316284;1.2400000095367432;-22.1299991607666
18176;1713961063281;0.38999998569488525;1.2400000095367432;-22.1299991607666
18177;1713961063792;0.38999998569488525;1.2400000095367432;-22.1299991607666
18178;1713961064297;0.3799999952316284;1.2300000190734863;-22.1299991607666
18179;1713961064798;0.38999998569488525;1.2400000095367432;-22.1299991607666
18180;1713961065325;0.38999998569488525;1.2400000095367432;-22.1299991607666
18181;1713961065843;0.3799999952316284;1.2400000095367432;-22.1299991607666
18182;1713961066362;0.38999998569488525;1.2400000095367432;-22.1299991607666
18183;1713961066868;0.38999998569488525;1.2400000095367432;-22.1299991607666
18184;1713961067376;0.38999998569488525;1.2400000095367432;-22.1299991607666
18185;1713961067880;0.38999998569488525;1.2400000095367432;-22.1299991607666
18186;1713961068389;0.3799999952316284;1.2400000095367432;-22.1299991607666
18187;1713961068916;0.38999998569488525;1.2300000190734863;-22.1299991607666
18188;1713961069425;0.38999998569488525;1.2400000095367432;-22.1299991607666
18189;1713961069929;0.38999998569488525;1.2300000190734863;-22.1299991607666
18190;1713961070444;0.38999998569488525;1.2400000095367432;-22.1299991607666
18191;1713961070947;0.4000000059604645;1.2300000190734863;-22.1299991607666
18192;1713961071466;0.38999998569488525;1.25;-22.1299991607666
18193;1713961071966;0.38999998569488525;1.2400000095367432;-22.1299991607666
18194;1713961072471;0.38999998569488525;1.25;-22.1299991607666
18195;1713961072972;0.38999998569488525;1.2400000095367432;-22.1299991607666
18196;1713961073472;0.38999998569488525;1.2300000190734863;-22.1299991607666
18197;1713961073990;0.38999998569488525;1.2300000190734863;-22.1299991607666
18198;1713961074504;0.38999998569488525;1.2400000095367432;-22.1299991607666
18199;1713961075019;0.38999998569488525;1.2400000095367432;-22.1299991607666
18200;1713961075536;0.38999998569488525;1.2400000095367432;-22.1299991607666
18201;1713961076045;0.4000000059604645;1.2400000095367432;-22.1299991607666
18202;1713961076549;0.38999998569488525;1.2300000190734863;-22.1299991607666
18203;1713961077066;0.4000000059604645;1.2400000095367432;-22.1299991607666
18204;1713961077575;0.38999998569488525;1.2300000190734863;-22.1299991607666
18205;1713961078080;0.38999998569488525;1.2400000095367432;-22.1299991607666
18206;1713961078594;0.4000000059604645;1.2400000095367432;-22.1299991607666
18207;1713961079123;0.38999998569488525;1.2400000095367432;-22.1299991607666
18208;1713961079642;-2.5;-4.849999904632568;-21.049999237060547
18209;1713961080154;-19.739999771118164;-30.860000610351562;-33.56999969482422
18210;1713961080660;-20.709999084472656;-7.269999980926514;-27.190000534057617
18211;1713961081173;-21.350000381469727;-6.260000228881836;-25.68000030517578
18212;1713961081696;-19.75;-5.190000057220459;-24.670000076293945
18213;1713961082242;-19.649999618530273;-5.400000095367432;-24.65999984741211
18214;1713961082773;-19.43000030517578;-3.380000114440918;-22.06999969482422
18215;1713961083281;-19.34000015258789;-3.319999933242798;-22.010000228881836
18216;1713961083791;-19.299999237060547;-3.7300000190734863;-21.780000686645508
18217;1713961084295;-19.729999542236328;-3.369999885559082;-21.940000534057617
18218;1713961084804;-19.649999618530273;-2.700000047683716;-21.329999923706055
18219;1713961085304;-19.549999237060547;-3.3399999141693115;-20.170000076293945
18220;1713961085823;-19.780000686645508;-3.4000000953674316;-20.459999084472656
18221;1713961086342;-20.06999969482422;-3.619999885559082;-20.56999969482422
18222;1713961086853;-20.010000228881836;-4.039999961853027;-20.809999465942383
18223;1713961087363;-20.049999237060547;-4.159999847412109;-20.899999618530273
18224;1713961087960;-20.020000457763672;-5.190000057220459;-21.670000076293945
18225;1713961088388;-20.389999389648438;-5.059999942779541;-21.3799991607666
18226;1713961088895;-19.8799991607666;-3.5299999713897705;-20.309999465942383
18227;1713961089439;-20.030000686645508;-3.7699999809265137;-20.56999969482422
18228;1713961089956;-20.489999771118164;-3.569999933242798;-20.530000686645508
18229;1713961090464;-20.780000686645508;-4.179999828338623;-21.209999084472656
18230;1713961090965;-20.139999389648438;-4.039999961853027;-21.139999389648438
18231;1713961091472;-20.329999923706055;-4.309999942779541;-21.299999237060547
18232;1713961091974;-20.65999984741211;-4.880000114440918;-21.850000381469727
18233;1713961092492;-20.09000015258789;-3.6600000858306885;-20.860000610351562
18234;1713961144738;-19.280000686645508;-4.71999979019165;-18.040000915527344
18235;1713961145264;-9.279999732971191;4.300000190734863;-11.0600004196167
18236;1713961145778;-14.350000381469727;4.090000152587891;-16.899999618530273
18237;1713961146283;-9.640000343322754;0.5199999809265137;-18.479999542236328
